,class,tweet
1181,1, tri run game dumb bitch  tho
1182,1, know must make lot ya hoe sick tell hoe get use bitch 
1183,1,  trust male cheerlead cuz  cimarron got one  got allll bitch
1184,1, bitch reason think funni sometim 
1185,1, marri avoid pay child support win yeah lol  see hoe ok
1186,1, one side chick came   bitch know live hide cuz
1187,1, right take girl right kim day support hoe
1188,1, fuck heat bandwagon rider know  sound like hoe mad man cheat fat booti bitch
1189,1, miley realli got knock juici shit wild   say say ratchet pussi juici
1190,1, differ dude everi week might hoe js  listen ladi dou
1191,1, shit like retard
1192,1, final got hot bitch danc came pant grind lost chanc uw madison  lmao
1193,1, one ex seem get lt lt lt  cunt
1194,1, tire corni vine ugli face stupid voic nigga sexi 
1195,1, cee aerii yhanaaaa lmfaoooo bitch start  okay bitch
1196,1, cee aerii helloooo bitch  bitch one avail
1197,1, cee aerii upload pictur  wat pictur bitch
1198,1, hoe  shit got em
1199,1, bitch ham face doriti
1200,0,  kid never found name anyth souvenir store  thank mom ghetto name
1201,0, mock draft joke friend  anyon
1202,1, game home alon noth someon come chill mayb go swimm  ima ya bitch
1203,1, agre fuck yes send illeg wetback home
1204,1, toni romo  bitch 
1205,1, wana eat food drink liq go parti bad bitch waitin nigga return  
1206,0, oreo cooki    
1207,1, black bitch turn  buy hat act like jesus forgot fuck nigga park  loooool
1208,1, rac fuck drive stick gay fuck  shit pussi say
1209,0, tom bradi slowli becom wash   nah weapon trash
1210,1,  aint got shit goin ya self bitch gone want       
1211,1, lovebelow lat yall bare hoe yall dnt care bout  spent childhood wild hood
1212,1,   afraid commit  hoe 
1213,1, ppl think webbi betta boosi jus retard 
1214,1, imtal anybodi get trade straight brandon knight trash 
1215,1, bitch jay omarion ol girl negat ass vibe hate mama like  hoe need    
1216,1, like lla think talk hoe hell nah lol  bad forgot got hoe like vdawg
1217,1, wish  stop cri bitch omw back alreadi haha
1218,1, watch attackoftitan  bro han steal tweet bitch ass nigga
1219,1,  wassup twitter  wassup bitch
1220,1, got type white bitch thing like  dead  
1221,1, dog like scratch floor lay weird  buddi normal weird bitch
1222,0, laker kobe  trash
1223,1, hoe loyal 
1224,1, hell ya make malt liquor ad like dis heaven fo color man
1225,1, yrichn hoe cri mugshot      bruh
1226,1, guwop hoe pass around cleveland niggah 
1227,1, lamar hidey hidey hoe white folk noyvous round color
1228,1,  listen talk mayb  listen walk  bitch still listen
1229,1,  crip bitch dusti asf       
1230,1,  buddi drug whole train lmao good extra ass hoe  hate ny hoe 
1231,1,  hoe bad
1232,1, reggi give headach niggah     
1233,1, get done run train bitch that period    nasti
1234,1, shit use linkedin work  lmfaoo bag linkiden hoe lol
1235,1, bitch   fresh
1236,1, malibus come news mean denna hoe even light skinedddd hahaha
1237,1, three fck nigger  lol jk bra
1238,1, chiefington dej loaf ever bitch wc today take lil juic bitch want 
1239,1, lol good got nasti redneck back take care busi  ryann serious
1240,0,  islam state suspect indonesia chines uighur uighur jihadi prc tool
1241,1, imjustded ima whoop boy  noth bean head ass bitch
1242,1,  dot com hell naw wanna see yes lol  trash hell
1243,1, saw girl scratch privat today mean  fuck right pussi
1244,1, killin tekken   lie trash
1245,1, want obsess someon want someon obsess  might kill bitch 
1246,1, make play  slut bitch girlfriend alway rap back yet
1247,1, fuck tire end night rip    much hit bitch
1248,1, yo pussi stank rais correct  lmao
1249,1, phat pussi       look like scrotum
1250,1, air walker everybodi entitl opinion tho  bitch need shut sit fuck
1251,1, huge nip scari  scari
1252,1, mental asylum dalla texa  go find hoe
1253,1, tea bag bitch  pahahaha
1254,1, icbc post pic everyth life yall hoe would fall love  kill em chan
1255,1,  lbs aint thick bitch fuck warthog  
1256,1, fat bitch needa stop bite lip take pictur look hungri sexi    
1257,1, bitch look first day school
1258,1, aerii lightskin mf lmfaooo  ight white bitch lol  
1259,1, happi hoe smh  better denial
1260,1, fuck white peopl bitch wut
1261,1, senior young side hoe gonna graduat like
1262,1, realist bitch ever step foot soccer field everi team bitch like
1263,1, nigga aux cord playin trash shit
1264,1, bitch middl look like daddi long leg 
1265,1, black bitch drive song come
1266,1, reich fuck coon 
1267,1, gf lil nigguh stfu    glori god lmfaooooooo   
1268,1, bitch want ah nigga  
1269,1, beyonc kim kardashian problem suck man dick averag look broke bitch neither  
1270,1, say ur mermaid obvious mean ur pussi fishi 
1271,1,  dre bitch tho  
1272,1,  oh dog pussi tight time loosen 
1273,1, coppo     go eat pussi smell tangi
1274,1, ima block hoe  block em either one lol
1275,1, dog birthday    get bad bitch  punni
1276,1, find loyal ho  
1277,0, laker realli trash  
1278,1, fag  toni
1279,1, bore hell shoulda answer phone call bitch  rather bore
1280,1, like need  hoe   suck dick
1281,1, gotta fuck everi race see dick pussi like best  thot
1282,1, ream hit woman peni pussi care sexi rich  
1283,1,  shit  baltimor  man hoe fine crazi
1284,1, smoke good weed bad bitch  
1285,0, name someth trash  cav
1286,1, bitch live say brought michael kor  need guy like 
1287,1, bad bitch go fun    
1288,1,  hope futur wife ever might sleep studi instead hoe right  nigga shutcho asss
1289,1, sorri offend call bitch honest thought knew      
1290,1, lmao lexi hoe   lmfaooo
1291,1, eat pussi nd look like   
1292,1, fml  period  pop pussi huh
1293,1, gt gt homecom day lt lt bet even date bitch went say corner
1294,1, hate girl tho wish bitch hate  song go
1295,1,  evaittak bout get breast reduct bitch way       serious   
1296,1, jayi bring anotha bitch nah  
1297,0, golden oreo  regular oreo   yes
1298,0, oreo basic dirt circl cream  true
1299,1, bye damn bitch alway get hit hottest guy make feel stupid  got call ego kill
1300,1, evaittak lmao mind well hoe     mean like girl lol
1301,1, evaittak lmao definit      bout say front bitch shit freeway
1302,1, evaittak bitch hurri lol  im hungri focus 
1303,1, evaittak ohhhhh yes bitch yesss  readi  
1304,1, evaittak woke bitch lol  angri wit hoe 
1305,1, ima show ass tonight feel   omgggg think shit bitch  
1306,1, lot women claim yellow actual red color blind mother fucka  yellow tho  
1307,1, cole trash say year fuck  lol
1308,0, rate scale  depend still wear color contact naw
1309,1, bout ride hors come fuck yo bitch  ooh em tho
1310,1, cream  hoe go learn spell   
1311,1, coolin nig voic  uhhe laugh
1312,1, yeah play yeah got want joke daddi bitch
1313,1, honesti ask  ugli hoe
1314,1, bouta let banko kno goin ronneagl    bitch  
1315,1,  hoe feel like photo didnt get enough favorit    thirsti ass
1316,1, dontkiara done fuck nigga   snip snip hoe      stfu
1317,1, pooh  bol call girl bitch  oharrd coo tho   
1318,1, wow put whole manifesto use twitlong canadian hey hoser mani adopt
1319,0, kit kat browni make
1320,0, bruh trent took yellow path
1321,1, thought jay would hit  yeah known sockin bitch
1322,1, good pussi nigga like funniest thing ever seen tl    
1323,1, yall fuckin trash yo    man nigga gonna win skin trash
1324,1, global ambassador someth put ppl  des nut hoe ahh nigga
1325,1, lord boutta walk hoe 
1326,1, bitch bound get hurt caus lotta nigga playin  hell yeah
1327,1, poppa lol els common nigga hate sleep heat    summer bird
1328,1,  era null bruh aliv that han bitch die  oh well fbd 
1329,1, hoe wait got  make sextap chile oh lord 
1330,1, rich dave chappell voic sign mlb ped user  say bitch pussi
1331,1,  tweet  bitch get outta dumb ass  lmao    
1332,1, wulf bitch thank    
1333,1, like pictur get follow ass bitch     
1334,0, need beani  order two true religion one lol
1335,1, might fuck around fuck yo bitch     eat ass steal real ass nigga
1336,1,  weather need flag today tri  zip bitch tonight  yessssirrrrr
1337,1, day unblock becom man happen bitch  lol
1338,1, dreamgirl mckee   ooh bet wooonnnttt stick dat hoe
1339,1, sleep guy mean gonna fuck trust  bitch deni pussi
1340,1, dev real mvp  wat ya bitch said finish 
1341,1, burnt pussi lip    gal blue throw 
1342,1, bad bitch bad start talk anyway  preach
1343,0, uncl charli got thru lip sing  haha
1344,0, twitter rapper dm trash link
1345,0, lanc stevenson gone leav indiana  trash anyway
1346,1,  hoe dick sweg  learn best
1347,0, lot though attitud pure trash  teamwhitegirl swirltheworld
1348,1,  ido sit shit dnt sing hoe   yess
1349,1,  ido though realli hoe realli  dummi take pic
1350,1, pussi honey home    
1351,1, sexi bitch hope bout 
1352,0, foreskin go circumcis guy  foreskin fairi take put pillow
1353,1, stackz yall confus day somebodi put hoe dress
1354,1, major news feed peopl argu mean redneck vermontproblem 
1355,1, hoe without sex ask girl text alotta nigga time 
1356,1, pro lose follow peopl handl excess use work cunt  mine caus say fuck
1357,1,  repost kush blunt convo simpl mind ho made pic bet
1358,1, trust homi could trust hoe  lol
1359,0, brah wiz cheat   hair like dyke uh duh
1360,1, hoe control
1361,0, sm howard elbow bosh bosh fight back  got mcbob bird ud
1362,1, im drunk bout bitch  need ride
1363,1, jase versac versac talk shit twitter bitch block 
1364,1, ginobl drop bitch like delta line      
1365,1, clingi girlfriend best      stop lie hoe bro shit annoy
1366,1, eliot pussi  mmmmmether
1367,1, ass bitch bad puerto rican    song
1368,1, era pretti boy face  awe thank faggot
1369,0, inning half away alex rodriguez elig play thought yanke mlb  omg feel ulcer
1370,1, brooklyn bound wit money feelin like yung jeezi bitch   lmaoooo
1371,1, bitch ima shake til nomo
1372,1, fuck ugli lol show teeth        bitch fuck
1373,1, lol cool son know grandma bald mouth  got teeth hoe  
1374,1, mo bitch special ed darlen backatown     gn
1375,1, fit small ass street son  bitch know happen last time onyur st 
1376,1, go dumb essay   bitch sad
1377,1, fuck  grade  yeah bitch want fight yo dawg ass
1378,1, yall tl need sleep yall got school tomorrow  bitch got straight ion need go 
1379,1, dont een tryna disrespect say bitch term like bruh son 
1380,1, gone leav hoe    
1381,1, next time see bitch beat ass job  lol
1382,1, fuck bitch   get mi hous    
1383,1, bad bitch thing like       
1384,1, monro aint bundl soooo nope  bitch happi host
1385,1, yu get money yu silli hoe 
1386,1, niggaz bitch hide behind gang       
1387,1, monro dont say shit els stfu  bitch lot twitter shit come see
1388,1, nigga talk bitch day 
1389,1, littl stupid ass bitch fuckin  
1390,1, seriousle aint gone lie old head say see figur  nah retard
1391,1, lmao aero sound young af talk bout hoe weed shit  iam brah gotta listen shit
1392,1, nigga long ass monkey arm make best cuddl buddi heard  ahaha femal told   
1393,1, sometim hate az sometim love depend time year guess  dumb bitch live
1394,1, chronicl dude shave without athlet purpos gay af  retard
1395,1, eat cuz women cook   gotta get rid hoe
1396,1, rad go miss bitch much  far right rest ol girl booti funni shit
1397,1, rad bitch fat ass   way live young shit gonna get old tho lot dent
1398,1, kidd phila  marcus bitch ass loyal team hop ass         
1399,1, hoe fax type yo bitch number googl see pop back page thank     
1400,1, told never fold never sell sole told yu stay school soul  autocorrect ho
1401,1, bailon bitch tri deserv everi foul word came chris mouth    bye hoe    
1402,1, one last shot love shit dog hoe  drakelisten
1403,1, negro wear size   still grow
1404,1, good famili  gym look hoe hit later
1405,0, open starburst candi get yellow lmao bruh
1406,1, birthday weekend start today  shut yo hoe ass
1407,1, bitch nigga pay hoe lay hoe  relax one night pay stay hoe
1408,1, wardrob consist most leg hoe  guilti
1409,1, fishyass  sqquad mall yo bitch yo money get somethin                         
1410,1, eat lot protein eat lot pussi mattietrumpstipsforabetterlif  eat whole ass
1411,1, larsen jake bitch 
1412,1, larsen live gay afraid two black dick butt fuck queer
1413,1, lot male need dress real men halloween sinc act like bitch year   
1414,1, want littl bitch ima treat like littl bitch 
1415,1,  water polo fuck hard respect  yeah pussi
1416,1, troyi edward oss sparkl    bitch realiti
1417,1, kudabrazyy old bitch  hoe
1418,1, love song john doe dope  faggot
1419,1, mommi hate bitch talk shit like clear  like bitch wit da red door hoe  
1420,1, got done last final walkin around campus like place  queer
1421,1, go sleep   fag
1422,0, mmmh daili stori via  yellow luv bling
1423,1, evn hoe silenc anymor  proud want respect
1424,1, fuck good trip even  good dick make bitch go crazi
1425,1,  turner  mani hoe  preach
1426,1, photograph back stori start pussi believethat  cantknockthahussl
1427,1, sound like fag last day     emot inspir 
1428,1, imaddictedto girl fat pussi slim waist fat ass innoc smile  truuuuuu
1429,1, seminol redskin  seminol tribe got agreement fsu pay use name
1430,1, suckthat pussi wet 
1431,1, fish die dammn weed pothead annoy af twitter  weed pot thing faggot
1432,1, dream   must fuck  
1433,1, xo lmao bitch listen gospel music liquor hand weaaakkk  lmfaooooooooo cri
1434,1, amanda bitch ass eva cheat fizz fine ass ion geddit   there nigga look thought yall knew dat 
1435,1, feel disrespect bitch tri suck dri lip   
1436,1, flexin bitch switch roo nigga    hell
1437,1, rocki hype bread loaf chick chill  dyke rapper
1438,1, cowboy win game regular season get playoff trash af lol  hate ass nigga
1439,1, bitch realli wave  shaq got hoe
1440,1, nigga want good girl still wanna fuck hoe gone work gotta pick one     boy stfu
1441,1, splash onna bitch wednesday tomorrow 
1442,1, monro damn browni  swear lmao
1443,1, mom dont call girl bitch somebodi daughter sister niec somebodi bitch 
1444,1, white kid favorit activ call peopl nigger xbox fuck pet shoot school 
1445,1, smh bitch hater dare blackgirl jealousi yooo loool
1446,1, throw lamp bitch need lighten  true dat
1447,1, use mx measur slope ass girl 
1448,1, way fuck ur bitch
1449,1, way fuck ur bitch
1450,1,  brother faggot   smh
1451,1, dnt blame nigga femal see ya hoe ass way go listen jt money fruitcak 
1452,0, bio trash  mine pretti good
1453,1, bout time chick  want man want support  tell bitch get bra
1454,1, pussi stank
1455,1, rememb bro  show peopl    
1456,1, uhoh got hoe lol abrupt found letter car naaah
1457,1, send nude snap chat one guy favorit hoe     
1458,1, monday whole lot better drive vehicl white pussi uhhh get ya
1459,1, nadeshot longer side bitch  
1460,1, spit peopl show rais right anoth word bitch nigga trait 
1461,1, spongebob beat bitch
1462,1, relationship made two bitch know count  amen
1463,1, sez everyon think unfunni pander jizzbag automat troll  hate color folk
1464,1, darkskin girl ugli   ass bitch
1465,0, fashion world urban mean stolen black peopl ghetto us urban haha 
1466,1, like bitch gotta pretti pussi loos  witchcraft
1467,1, white girl holla nooooo brotha go ugliest bad built hoe ever
1468,1, young hoe pillow
1469,0, surviv swine flu bird flu west nile bloomberg administr fine  abort surviv cant 
1470,1, fyi favorit type bitch
1471,0, tweet trash 
1472,1, han onit  nochil small titti bitch pierc nippl look like stapl            lmao
1473,1, readi blow bitch  rello
1474,1, evaittak find anyth hold hair let alon put poni  bitch said post bust pic 
1475,0, leav trash      sick
1476,1,   sqquad iont got type  bad bitch thing like     aye live life
1477,0, dumb beaner 
1478,1, tri keep bitch lay away  way feel
1479,1, trust bitch nah 
1480,1, wrong get bitch start talk shit   yes
1481,1, noth better life meet hoe full time job  let benefit nigga
1482,1, evaittak boney shit right   seen em walk street ctfu crib tho lucki nig
1483,1, heard thigh gap way tell bitch pussi loos 
1484,1, dalli threw hoe away also threw yo life away  bruhhh     
1485,1, lol haha  hahahahahahahahahaahah deez nut bitch
1486,1, hate drive rain  drive deez nut botch mouth hoe
1487,1, opinion irrelev  cunt 
1488,1, true noth shut libdog bitch like bark anyth cuncher  call preach truth
1489,1, pssi fuck right pussi wish dude grandpa 
1490,1, see bitch talk smack playground
1491,1,  sheaa want panda express  panera  big booti hoe    
1492,1, tho bro hate nosey bitch  other
1493,1, got money gun gold bitch nd stack nigga fuck net beef shooter get nigga  bring dat friday den
1494,1, pretti bitch come hope bout slick shit yap   thuggin
1495,1, drew finna eat pussi  lmao
1496,0, girl take snap back beani lol   dollar hat  ax beani   let take
1497,1, new breed white girl slam bitch  
1498,1,   bitch pay get dem pregnant         fr fam ion see nicca poppin kid
1499,1, nigga want pussi give lie dilemma  cool
1500,1, hahahaha bitch make fall love         
1501,1, buy tattoo wife girl      bitch
1502,1, bitch say ray rice got deserv month ago want man free   
1503,1,  bitch like messi bun         
1504,1, ask imma eat pussi
1505,1, girl eat mo pussi girl shoulda nigga  jam
1506,1, leav bitchin bitch 
1507,1,  nsnapback last night well fun lmao  got pussi ya vern  unfortun lol
1508,1,  femal love bum nigga jail bird 
1509,1, lucki ashit got shawti want    niggah tryna keep
1510,1,  get bro bae textin anoth nigger
1511,0, accident ate pot browni guess goe pledg drug free life lolz  lmao colleg
1512,1, els think lip bite fuck sexi  bitch bite hard put hoe
1513,1, kid call nigger xbox
1514,0, feel throw trash away everyday school
1515,1, make wcw hoe favorit     
1516,1, femal know hoe realli coolest chick sex asid  lmao
1517,1, game fuck yall bitch yall attitud     
1518,1, might femal pussi wet caus cri  smh
1519,1, say bitch bad woman good ladi better  lupe
1520,0, oreo milk  
1521,1, mayb cuz put trust bitch ladi  mayb fuck song
1522,1, shut fuck fuck trash nigga work anoth ring 
1523,1,     yellow rock hard
1524,1,  everybodi love dej loaf  caus wifey  fuck kaya dat bitch
1525,1, live constant fear shit bird  well actual fuck happen sooooo 
1526,1, kasey surround bad bitch keep face    wheretheyatdo 
1527,1, goku tho dr gero made android  destroy da world das sum bitch nigga shit would program girl android gimm sum neck  
1528,1, giant  dumb bitch award goe   uncl sam
1529,1, let girl handcuff bed thinkin gon someth freaki bitch went phone 
1530,1, pussi treat condom like car treat seatbelt kept beep put   
1531,1, denis freshley almost  yrs one gf sinc fckn hoe huh 
1532,1, relationship end life stop whini bitch 
1533,1, nobodycar fck like hoe thank ima classi         bitch dead
1534,1, nobodycar hate bitch come school musti like tf walk hous stank mama shit   
1535,1, jealous bitch like            subtweet hoe
1536,1, blu big braid gell babi hair havin bitch look like dashiki menac discuss  
1537,1, ina na hoe sittin floor damn couuuuuch  birthday feb naa  nope
1538,1, dead   hoe idk felt like flame lol
1539,1,   go sleep bitch  stfu
1540,1,  matthew  realli like like peopl town everyon els faggot   
1541,1, better bitch ass peopl class tomorrow 
1542,1, three damn got wifey          fall back nigga  share hoe
1543,1, catch girl hoe shit behind back
1544,0, find want googl yellow king truedetect  kid go
1545,1, flye wet     say trav see got hoe cali send money
1546,1, bitch childish af one sister would crash 
1547,1, nigel think know dumb smart  shut bitch ass
1548,1, fuck bitch left like
1549,1, ido yasss bitch get paid tho    long dnt act crazi
1550,1, half hoe still got nut babi hair shut  
1551,1, janay nobodi want bum  except bum bitch
1552,1, ur ex girlfriend slut  fr dat hoe
1553,1, ladi nigga alway wanna go parti everi weekend basic side hoe shop  
1554,1, gonna take hoe gonna let come spend money  listen
1555,1, beef bitch titti look like sleep  beef 
1556,1, today long practic  bitch 
1557,1, food gt pussi pussi food food  pussi 
1558,1, swear see snow tomorrow bruhh sound like basic white bitch
1559,1, typic hoe costum cat nurs bunni polic offic  
1560,1, uh excus bitch need shout 
1561,0, red neck ice bucket challeng  must sip redneck
1562,1,  smoke skate twerk  innat hoe  yas
1563,1, hate shit like bitch think cute cloth violat
1564,1, miss  pussi
1565,1, smoke like  backwood day  cop dem bitch da box woe
1566,0, adam jone homer yanke lead  guy monsta
1567,1, alreadi go look side hoe daddi walk room
1568,1,   gey af boy glad close dumb bitch  guy say love 
1569,1, stand playin ass nigga   bitch
1570,0,  make weed browni tonight  goin slide batch relo
1571,1, hoe love oomf  lol 
1572,1, lover old bitch 
1573,1, shavonn ballet middl street last night fell              bitch ballet
1574,1, want pussi dinner 
1575,1, nude trash gotta draw cloth back send em back
1576,1, hoe like omg love new comb   thought perro
1577,1, malik monro knee ass  crow ass
1578,1, malik monro slut hoe  thot whore
1579,1, feel like twerk    yo pussi stank 
1580,1, kany might first nigga success save hoe  lol origin tweet
1581,1,   miami keeper  hard find hoe like brain wrestl
1582,0, quot weezi vers diamond rough like babi trash
1583,1, quot weezi vers  like bitch ass aint got shit
1584,1, ugli af stick one new avi trash nah 
1585,1, goofi goofi nigga simp chick communiti pussi 
1586,1, alway tryna degrad girl shit  realli pussi ass almost yall think shuuutt iittt  sometim
1587,1, never wear headband either  hoop like lil bitch tho
1588,1, hoe 
1589,1, singl shit bore    suck bitch
1590,1, trenton gossman sexiest hillbilli ever seen     
1591,0, colt mccoy win   hookem   still trash
1592,1, cri guy thanksgiv nah bitch pick head make turkey soggi  thank shanni pat turkey dri
1593,1, societi good pussi make nigga regroup  pull get thought togeth  
1594,1, ate oomf pussi      
1595,1, ion care none bitch    
1596,1, never seen mani perfect bitch til made twitter                                                              
1597,1, boss ass bitch bitch bitch bitch bitch bitch bitch 
1598,1, agre eat pussi much better  nasti
1599,1, fuck wcw dat bitch crush 
1600,1, want bitch big boooti bitch 
1601,0, trash
1602,1, like ghetto femal   
1603,1, drex jennif hudson lose weight anybodi fat ass hoe     
1604,1, stop give nigga pussi stop actin like care  true total
1605,1, tail wanna go workout come back home lay bed  jerk kill two bird one stone
1606,1, orangutan tri sex actress julia robert  smart monkey 
1607,1, ever met bitch fuck nigga pussi admit  bitch bitch
1608,0,  singlebecaus ill find cute hoosier date next year   
1609,1, chamberlain made interview bitch   finess huh lol
1610,1, love hoe 
1611,1, fuck bad bitch id rather good girl freak   time   
1612,1, singl af care ugli anyway  pussi
1613,1, love hoe 
1614,1, tri smash pussi stank
1615,0, yanke red sox scoreless play  inning  bambino watch
1616,0, alfredo acev reliev sabathia  yanke  need go away gas
1617,0, cav trash heat trash smh  pat gotta make trade
1618,1, bitch like  lol  sorri sorri tri give hint want speak idc 
1619,1, shut faggot   set
1620,0, oreo ice cream cake  
1621,1, got natur mean face havin mean mug ion even knowin bitch shut fuck  right
1622,1, want birthday femal larg buttock  big booti hoe
1623,1, sister shittin hos wodeh bout dat action
1624,1,  lmaooo find shit funni hoe content work one nigga bore
1625,1,  slim look like cotton picker tho three put field work   damn dee got joke
1626,1, beautifulkeezi  beautifulkeezi wassup  bye  bitch outta order
1627,1, beautifulkeezi  bitch lie        messi yess
1628,1, beautifulkeezi alyssa ignor bitch better text back caus serious  fuck smokey
1629,1, beautifulkeezi put sooooo much nut fuck mouth gts frfr      bitch yu nasti
1630,1, beautifulkeezi im win    bitch
1631,1, beautifulkeezi boy told lyssa make           yes bitch need em
1632,1, beautifulkeezi hoe play like send babi cain niggah  yesss messi
1633,1, bitchbuh shoot nigga shorti bitch       
1634,1, bucketsmcnasti iz point jealous cuz dee hoe everybodi    bucketsproverb 
1635,1, bunnycocain oomf hoe hopper       
1636,1, ciaraaa thing love  weed pussi life 
1637,1, cocakoula oomf fake bitch ass nigga point blank period smh  shittttttt
1638,1, derooo  lose sweet  lose hide lmfao viri tryna smoke hoe self     boy
1639,1, dmill  kyri fast bitch ball  look like lol  lol wish
1640,1, dominiquec era hahaha much thotti  never fear captain save thot save hoe 
1641,1, georjay happi birthday littl bitch  bofl made laugh read  
1642,1, imtrillasfuk snap chat name pleas     bitch snapchatt
1643,1, jamal hoe loyal 
1644,1, jiar  pooh  bitch   yeah   know probabl parti 
1645,1, kingcorey got giggl fag gon lie lol   
1646,1, kingrichyyyy  sqquad bitch  need lock yo ass sayin stupid shit like
1647,1, leyahhhh one like ass bitch  
1648,0, lovecarolina laker go trash season wait    
1649,1, onebadcr boyfriend eat yo pussi day long ur da real mvp   
1650,1, ottomatt make salad veget bitch give break      potato salad
1651,1, perarl im happi morn shave pussi cute alway set good day   need dick
1652,1, playachri laugh ex tryna stunt bitch forgot went know got got   
1653,1, sickwitit wish tonight purg get hunt  shut yo hoe ass
1654,1, thecrownedhead tell tri turn bayou classic drinker   bitch got id
1655,1, withfiness   lol  rose dat nicca tho  never forget  lol yee trippin
1656,0, bino look nip ring wait chang mine      lmao
1657,0, black jesus  aerii happi new year           check yo clock hun got anoth hour lol  lil count thing
1658,1, iamannay bitch gotta work hard clean shit without rip skin  lmaosjdusubej
1659,1, idonthaveon friend insensit bitch  
1660,1, lilboodyjudi tryna get snow day dick      gon make nicca wreck tryn pull ya  
1661,1, neecol like tf bitch follow  
1662,1, tamm cuz hoe lol  cuz went lil rant man
1663,1, tamm hoe azz boi  sniff sniff sorri sniff sniff
1664,1, austinnn  mr bitch   stop call ball
1665,1, iamjazz ion eat cat   bitch gay
1666,1, kiant  sqquad iont got type bad bitch thing like  ayee  throw ass sphere  
1667,1, marsh nigga hoe man swear 
1668,1, nijel hoe mimi said hurt hand      bitch throat  
1669,1, tharealist  dis hoe bri fuck wet dream  pop dream like
1670,1, tharealist hoe broski gotta look dat shit   
1671,1, tharealist lil bitti bitch       lingo
1672,1, tharealist shawti wanna charg pussi like whoa   turnt cash use fuck free
1673,1, ajoyaaa victor shawn leg hurt jigg everi damn night     
1674,1, chanae lol someon told hoe sent   
1675,1, chelousmuch bitch im weakkk vic      
1676,1, chrisbrazel fuck girl peep chang nigga squar          bitch ass
1677,1, getmeauxmoney nobodi care kirk bosley  care bout cousin hoe
1678,1, hellmel men hop feel much quicker women   hop ya bitch
1679,1, heyshelbi bitch bitch griiind  thug luuuuuuv
1680,1, honeysay phone charg backward   retard
1681,1, imshawnte want pussi wishfulthink 
1682,1, kbhick fb hoe lol  damn next time nicer lmfao
1683,1,  right idk one sell pussi   way high
1684,1, nicolehayley era ahhh know smart donni  yes   yass glad speak mind  hoe
1685,1, tellmeboutlov gave bitch bib sinc wanna act messi 
1686,1, thegodmoth im excit boosi get valentin day  get vday pussi allstar weeekend pussi mardi gras
1687,1, xcianna like popey spici chicken   bitch  boa trippen
1688,1, yeaimmaboss  wonder oomf like want fuck would wrong   one brave bitch    one day   
1689,1, yeskala wonder meet dude bitch ass nigga day    
1690,1,  yeah lowkey love know nigga   love hoe
1691,1, much nigga much hoe  
1692,1, jordyn stay make fun eat like littl bitch
1693,1,  go actual surpris hard crib listen nig eazi  diss homi
1694,1,  aint special niglet chill wit greg ppl walk ask take pic  hatin
1695,1, gotta buy anti slip shoe hoe catch slip 
1696,0,  realli cool good basketbal zebra   
1697,1, grow bitch          cute      
1698,1, scrappi alway reunion hella hoe   real nigga lmao
1699,1, girlfriend hoe text yanno  
1700,1, realli anyon talk thing start go wrong  aight hoe ass nigga
1701,1, sydney favorit  nigger love
1702,1,  depress got hoe  
1703,1, bleus still fucn ya ex  na bitch corni
1704,1, go take summer bing alll fli bitch bless atl turnup  thank   
1705,1,  never get twitter get bitch fight nigga even femal bruh 
1706,1,  fuck top lip pussi 
1707,1, mane skinni bitch playin lol take weight class anoth level             
1708,1,   lemm find niggaz let bitch shit yo face   nigga weirdo
1709,1, cigarett gross half bitch smoke cigarett  
1710,0, obama hate attempt make yellow light car infront stop light       want fight 
1711,1,  like bitch 
1712,1, nigga talk bitch day   fact
1713,1, mari evaittak     bitch know lmaooo    
1714,1, mari fuck text  movement lmaooo  court text rub    use bitch bout tho 
1715,1, mari need find damn job  evaittak mari need find bitch job     right
1716,1, dont fuck youuu lil stupid ass bitch aint fuckin wit lil dumbass bitch aint fuckin wit 
1717,1, kid right smack hoe
1718,1, im sarcast lil bitch love sleep eat 
1719,1, hoe loyal would know caus hoe fan damn sure  real
1720,1, yeah realli far alright like live whole lot hick haha
1721,1, im bitch ass elf 
1722,1, dont trust girl  cant trust hoe
1723,1, nobodycar well know victoria secret  yea cocoa puff bird fuck
1724,1, paint brush bugatti stundentpaint bitch  paint like one french girl
1725,1, niggah friendzon  daaaaaaaam 
1726,1, jose fuck mean like damn bitch lol  fuck
1727,1, tavia bitch im back home  
1728,0, chuckstrong goldswagg that awesom      hoosier
1729,1, happi hour time best time da day  nigga know bout happi hour hoe
1730,1, favorit time da day happi hour drinkbreak  bad bitch come ok hoe home make
1731,1, gwyneth paltrow ugli ass big bird look bitch shut fuck  lt lt pretti much face bravo
1732,1, love  love hoe
1733,1, mane play great job retard    
1734,1,  evaittak bitch pop babi like sport   stop   lol
1735,1, finger bitch trigger finger  nigga shut
1736,1,  dora tabl manner   eat like sloppi hoe
1737,1,   stop bitch  
1738,1, demolish huge bitch  care 
1739,1, think alex game  sorri son bitch never win us game
1740,1,   bitch late    ion expos  
1741,1, feel sorri whoever use alyssa number play phone game    dumb ass hoe got life
1742,1, bitch bitch fandomapolog   preach
1743,1, bitch set hoppin like bitch get life get beat lmao 
1744,1, pussi wet gotta dri outsid  stop tell busi
1745,1, vontethekidd when homecom ho    slut 
1746,1, asian short bed feet hang edg bed   cuddl bitch right besid
